z,point_estimate,lower_ci,upper_ci
0.0,0.056307877292807285,0.04757061699421402,0.07381706333705133
0.1,0.06217109203538729,0.0519182779228867,0.08280742881877927
0.2,0.06871341522829244,0.05685265353121922,0.09259859571004882
0.3,0.0760210576722633,0.062472691112932646,0.10322185122259854
0.4,0.0841860552851349,0.06888964053758473,0.11470463215457548
0.5,0.0933049679361112,0.07622733766273215,0.1270698843183702
0.6,0.10347698636609881,0.08462184661776871,0.14033543999431483
0.7,0.11480136326570389,0.09422022295174406,0.15451342689895425
0.8,0.12737412077744625,0.10517807146053848,0.16960972245782197
0.9,0.14128404609327327,0.11765552842326568,0.18562346712343455
1.0,0.15660807051461567,0.13181147882868607,0.2025466500557643
1.1,0.17340623156195245,0.1477957088315559,0.22036377967219353
1.2,0.19171653198300742,0.16573911219151397,0.23905165037691617
1.3,0.21155011585201333,0.18574227001675697,0.2585792152092852
1.4,0.23288725630306917,0.2076215464944426,0.2789075722337152
1.5,0.25567466586256504,0.23056105766575524,0.2999900702708045
1.6,0.2798245780199331,0.25434792649264165,0.3217725370932972
1.644854,0.2910684488981108,0.2652648510222634,0.33175422571417157
1.7,0.3052159000573882,0.27885601404258753,0.344193630545375
1.8,0.33169751442505135,0.30385686394278216,0.36718531026284634
1.9,0.35909354243571234,0.32945336285608257,0.3906734248550881
1.959964,0.37587980796116416,0.34499742336417016,0.4049630640145789
2.0,0.38721012859102344,0.35542332238148666,0.4145784066411831
2.1,0.4158431086126281,0.38151959861437357,0.4402007882375747
2.2,0.44478582990434257,0.40774567291432073,0.4674269405233812
2.3,0.4738364168392295,0.43430665179823486,0.49510858914823425
2.4,0.5028039040431509,0.46109942638516127,0.5240250603076054
2.5,0.5315128644270939,0.487710196156229,0.552771558719038
2.575829,0.5530133275974369,0.5075967584945238,0.574463373262161
2.6,0.5598063888476876,0.5138439340779881,0.5814992930637874
2.7,0.5875474862192585,0.5397112094621642,0.6106149701447336
2.8,0.6146191341018687,0.5655391044133301,0.6397350400258468
2.9,0.6409233048309009,0.5913531911704447,0.667922085825765
3.0,0.6663793220356933,0.6169571803989283,0.6946907136393964
3.1,0.6909218794056341,0.6420577051601398,0.7200108031520832
3.2,0.7144989958108079,0.6665021206665748,0.7438780056355323
3.290527,0.7349759860679023,0.6880278488259671,0.7642431384197717
3.3,0.7370701065938917,0.6902526957623805,0.7663068198343866
3.4,0.7586044149952604,0.7132423953219652,0.7873248503105688
3.5,0.7790795604914282,0.7355665777422302,0.8069683676943247
3.6,0.7984806078431451,0.7571958074366807,0.8252791031303293
3.7,0.8167993235704767,0.7777369180201317,0.8423020989760435
3.8,0.8340336844838661,0.797415782718168,0.8580843897623334
3.890592,0.8487136252425382,0.8142042749276425,0.8713511524721003
3.9,0.8501875533975503,0.8158916639660354,0.8726742834470611
4.0,0.8652704572241768,0.8332603066235843,0.8861759151182764
4.1,0.8792974092806137,0.8496386701881111,0.8986790347184264
4.2,0.8922887281525739,0.8648834006622369,0.9102210729689875
4.3,0.904269817705289,0.8790741556383843,0.9208062004218338
4.4,0.9152708851713265,0.892215698649202,0.9304921787805688
4.5,0.9253265855891518,0.9043219067471162,0.9393299028499082
4.6,0.9344755905403972,0.9153932688532522,0.9473037953988621
4.7,0.942760086823451,0.9254222593532919,0.9544010713158841
4.8,0.9502252163500826,0.9345284425740733,0.9607387622331135
4.9,0.9569184722829838,0.942789690870511,0.9663861089163968
5.0,0.9628890684764552,0.950174379601305,0.9713717185801988
5.1,0.9681872999236096,0.9568274303944307,0.9757459764481328
5.2,0.9728639114461538,0.9627938223870541,0.979578015646175
5.3,0.9769694905651221,0.9681148538867879,0.9828972897895729
5.4,0.9805538986080636,0.9728330546309311,0.9857383161535782
5.5,0.9836657518457502,0.9769916953664302,0.9881540809941626
5.6,0.986351961975548,0.9806198195704082,0.9902154582911141
5.7,0.9886573427101145,0.9837278754540414,0.9919666458693484
5.8,0.9906242866914092,0.9864114421428618,0.9934342665721755
5.9,0.9922925145119341,0.9886697961752665,0.994666204195456
6.0,0.9936988953529327,0.9905916842304511,0.9956922031654061
6.1,0.9948773366971935,0.9922339468569872,0.9965384547484192
6.2,0.9958587387876591,0.9936277646564228,0.9972378795115859
6.3,0.9966710080196352,0.9948024373139002,0.997812877685858
6.4,0.9973391223022705,0.9957882570805153,0.998279792851335
6.5,0.9978852406213722,0.9966102355034681,0.9986572225575622
6.6,0.9983288485847556,0.9972766346078135,0.9989573368639116
6.7,0.9986869316229521,0.9978178786216886,0.9991940461123661
6.8,0.9989741677270556,0.9982567315242369,0.9993794896267428
6.9,0.9992031320927339,0.9986150054920577,0.9995241438885452
7.0,0.9993845067543898,0.9989055270489235,0.9996365024501889
7.1,0.9995272891775906,0.9991387368491292,0.9997234111232635
7.2,0.9996389947690199,0.9993224172360521,0.9997903569654671
7.3,0.9997258493000236,0.9994683459817038,0.9998417729087431
7.4,0.9997929682660766,0.999585149165321,0.9998810915992935
7.5,0.9998445211723466,0.9996774920127484,0.9999110041049436
